pkt_rate, byte_rate, flow_dur, avg_pkt_size, flow_count, label
10.431350436989005,998.5903580490555,7.094,95.72972972972973,36,0
6.214689265536723,569.4915254237288,7.08,91.63636363636364,36,0
6.223479490806223,570.2970297029702,7.07,91.63636363636364,36,0
1.5593989225971079,113.12730365749928,7.054,72.54545454545455,36,0
6.244677831393698,572.2395685495317,7.046,91.63636363636364,36,0
0.9946007388462631,73.60045467462346,7.038,74.0,36,0
1.1394388263780089,87.73678963110667,7.021,77.0,36,0
1.567398119122257,113.70760900541465,7.018,72.54545454545455,36,0
1.1400883568476556,87.78680347726949,7.017,77.0,36,0
10.550327915597377,1009.9800399201597,7.014,95.72972972972973,36,0
1.571653093299043,114.01628804114874,6.999,72.54545454545455,36,0
11.034680424190313,1041.2725709372314,6.978,94.36363636363636,36,0
0.8654262224145391,60.579835569017746,6.933,70.0,36,0
5.203064026593438,485.6193091487209,6.9190000000000005,93.33333333333333,36,0
0.5861664712778429,24.6189917936694,1.706,42.0,36,0
0.5865102639296187,24.633431085043988,1.705,42.0,36,0
1.1730205278592374,49.266862170087975,1.705,42.0,36,0
0.41499515838981876,32.92294923225896,7.229,79.33333333333333,21,0
0.41499515838981876,32.92294923225896,7.229,79.33333333333333,21,0
0.41516745087185164,32.9366177691669,7.226,79.33333333333333,21,0
0.2767783005812344,19.374481040686412,7.226,70.0,21,0
13.985045693713651,1238.7150373857658,7.222,88.57425742574257,21,0
4.846302963168097,467.18360564940457,7.222,96.4,21,0
0.41747843028110215,33.11995546896744,7.186,79.33333333333333,21,0
0.2783576896311761,19.485038274182326,7.185,70.0,21,0
14.064893468876202,1245.787494777886,7.181,88.57425742574257,21,0
0.27851274195794457,19.495891937056122,7.181,70.0,21,0
14.131803553938715,1251.7140058765915,7.147,88.57425742574257,21,0
0.2798376941374003,19.58863858961802,7.147,70.0,21,0
0.28522532800912725,19.965772960638905,7.012,70.0,21,0
0.2852660105548424,19.96862073883897,7.011,70.0,21,0
0.28534741047224993,19.974318733057498,7.009,70.0,21,0
0.2883922134102379,20.18745493871665,6.9350000000000005,70.0,21,0
0.2884338044418806,20.19036631093164,6.934,70.0,21,0
0.28855864954552013,20.19910546818641,6.931,70.0,21,0
4.769475357710651,459.3149299031652,6.9190000000000005,96.3030303030303,21,0
9.683480271715565,940.8874114756467,6.9190000000000005,97.16417910447761,21,0
9.538950715421302,926.723514958809,6.9190000000000005,97.15151515151516,21,0
4.9840786376851725,480.68669527897,7.223,96.44444444444444,26,0
13.571527489267414,1213.6823154687715,7.221,89.42857142857143,26,0
0.41562759767248547,32.97312274868385,7.218,79.33333333333333,26,0
13.579049466537343,1214.3549951503396,7.217,89.42857142857143,26,0
4.990296645411699,481.2863875797061,7.214,96.44444444444444,26,0
13.586579786496603,1215.0284209066963,7.213,89.42857142857143,26,0
0.4177109440267335,33.13840155945419,7.182,79.33333333333333,26,0
0.4179437169127891,33.1568682084146,7.178,79.33333333333333,26,0
0.4181184668989547,33.170731707317074,7.175,79.33333333333333,26,0
0.41969781757134866,33.29602686066033,7.148,79.33333333333333,26,0
0.41993281075027994,33.31466965285554,7.144,79.33333333333333,26,0
0.42010922839938386,33.328665453017784,7.141,79.33333333333333,26,0
0.4215851602023609,33.44575604272063,7.116,79.33333333333333,26,0
0.28109627547434995,19.676739283204498,7.115,70.0,26,0
0.42176296921130324,33.459862224096725,7.113,79.33333333333333,26,0
0.281214848143982,19.68503937007874,7.112,70.0,26,0
4.926108374384236,474.87684729064034,7.105,96.4,26,0
